SURVEY_OPS,image_key,ranSel_key,CONCEPT,Count,INDEX_RECORDED_TIMESTAMP,SVY_OPS,Transect Priority,NEW priority,MapLoc,Target RANSMPL (1/10),KF_USBL_LON,KF_USBL_LAT,Z,CONCEPT - OLD (note this was extract with some QC already done) - filling on Photos,SubstConc (17-7-19),IMAGE_NO,KEY_1,QUAD-Size,RANSEL_NO,RAN_SEL_STAT,"Selection round (1 orig sel, 2 replacement)",SelNo-NS replaced,COMMENTS,Dens
IN2018_V06_091,091_0828,091_068,No-VMEfauna,0,6/12/2018 16:51,IN2018_V06_091,1b,1b,Main Matt,95,146.2021131,-44.19654017,1143.221429,Pebble - gravel,Pebble - gravel,828,091_0828,3.717079889,68,QT,1,68,NA,0
IN2018_V06_025,025_0086,025_012,Hydrocorals,1,26/11/2018 10:07,IN2018_V06_025,fished,1c,Pedra,63,147.0993386,-44.25684906,797.02,Rock,Rock,86,025_0086,7.402067014,12,QT,1,12,NA,0.13509739888988256
IN2018_V06_025,025_0086,025_012,Sponges,3,26/11/2018 10:07,IN2018_V06_025,fished,1c,Pedra,63,147.0993386,-44.25684906,797.02,Rock,Rock,86,025_0086,7.402067014,12,QT,1,12,NA,0.4052921966696477
IN2018_V06_025,025_0086,025_012,Black & Octocorals,1,26/11/2018 10:07,IN2018_V06_025,fished,1c,Pedra,63,147.0993386,-44.25684906,797.02,Rock,Rock,86,025_0086,7.402067014,12,QT,1,12,NA,0.13509739888988256
IN2018_V06_133,133_0087,133_032,Hydrocorals,1,10/12/2018 18:00,IN2018_V06_133,2,2,slope,63,147.3306747,-44.09034917,818.515,Rock,Rock,87,133_0087,1.441502792,32,QT,1,32,NA,0.6937204739038757
IN2018_V06_133,133_0087,133_032,Black & Octocorals,6,10/12/2018 18:00,IN2018_V06_133,2,2,slope,63,147.3306747,-44.09034917,818.515,Rock,Rock,87,133_0087,1.441502792,32,QT,1,32,NA,4.162322843423254
IN2018_V06_133,133_0087,133_032,Sponges,1,10/12/2018 18:00,IN2018_V06_133,2,2,slope,63,147.3306747,-44.09034917,818.515,Rock,Rock,87,133_0087,1.441502792,32,QT,1,32,NA,0.6937204739038757
IN2018_V06_088,088_0332,088_029,Black & Octocorals,1,6/12/2018 8:06,IN2018_V06_088,1b,1b,Main Matt,79,146.2025103,-44.21758709,925.754,Rock,Sand - mud (<2mm),332,088_0332,8.624294991,29,QT,1,29,NA,0.11595150688184526
IN2018_V06_088,088_0332,088_029,Regular urchins,1,6/12/2018 8:06,IN2018_V06_088,1b,1b,Main Matt,79,146.2025103,-44.21758709,925.754,Rock,Sand - mud (<2mm),332,088_0332,8.624294991,29,QT,1,29,NA,0.11595150688184526
IN2018_V06_120,120_0288,120_006,Regular urchins,3,9/12/2018 12:25,IN2018_V06_120,3,5,slope,51,147.1148869,-44.35484645,1566.756,Pebble - gravel,Pebble - gravel,288,120_0288,3.738240503,6,QT,1,6,NA,0.802516584364342
IN2018_V06_097,097_0605,097_053,No-VMEfauna,0,7/12/2018 5:44,IN2018_V06_097,1b,1b,Main Matt,64,146.1555839,-44.20870284,1167,Rock,Rock,605,097_0605,7.233813681,53,QT,1,53,NA,0
IN2018_V06_056,056_0476,056_067,Hydrocorals,1,30/11/2018 19:46,IN2018_V06_056,fished,1c,Sisters,70,147.2388343,-44.28565057,1293,Rock,Rock,476,056_0476,8.87510235,67,QT,1,67,NA,0.11267475692829615
IN2018_V06_056,056_0476,056_067,Hydrocorals,1,30/11/2018 19:46,IN2018_V06_056,fished,1c,Sisters,70,147.2388343,-44.28565057,1293,Rock,Rock,476,056_0476,8.87510235,67,QT,1,67,NA,0.11267475692829615
IN2018_V06_116,116_0740,116_057,Hydrocorals,1,9/12/2018 4:11,IN2018_V06_116,1,1,Hill U,83,147.1615855,-44.33287587,1542.428205,Rock,Rock,740,116_0740,10.26998672,57,QT,1,57,NA,0.0973711093562154
IN2018_V06_116,116_0740,116_057,Sponges,1,9/12/2018 4:11,IN2018_V06_116,1,1,Hill U,83,147.1615855,-44.33287587,1542.428205,Rock,Rock,740,116_0740,10.26998672,57,QT,1,57,NA,0.0973711093562154
IN2018_V06_116,116_0740,116_057,Unstalked crinoids,1,9/12/2018 4:11,IN2018_V06_116,1,1,Hill U,83,147.1615855,-44.33287587,1542.428205,Rock,Rock,740,116_0740,10.26998672,57,QT,1,57,NA,0.0973711093562154
IN2018_V06_031,031_0230,031_040,S.variabilis,4,26/11/2018 23:38,IN2018_V06_031,1,1,Hill U,41,147.183976,-44.31526338,1307.92,Coral reef substrate,Coral reef substrate,230,031_0230,7.375770611,40,QT,1,40,NA,0.542316214936853
IN2018_V06_031,031_0230,031_040,Solenosmilia matrix,98,26/11/2018 23:38,IN2018_V06_031,1,1,Hill U,41,147.183976,-44.31526338,1307.92,Coral reef substrate,Coral reef substrate,230,031_0230,7.375770611,40,QT,1,40,NA,13.286747265952899
IN2018_V06_031,031_0230,031_040,Hydrocorals,1,26/11/2018 23:38,IN2018_V06_031,1,1,Hill U,41,147.183976,-44.31526338,1307.92,Coral reef substrate,Coral reef substrate,230,031_0230,7.375770611,40,QT,1,40,NA,0.13557905373421325
IN2018_V06_031,031_0230,031_040,Black & Octocorals,7,26/11/2018 23:38,IN2018_V06_031,1,1,Hill U,41,147.183976,-44.31526338,1307.92,Coral reef substrate,Coral reef substrate,230,031_0230,7.375770611,40,QT,1,40,NA,0.9490533761394928
IN2018_V06_031,031_0230,031_040,Sponges,6,26/11/2018 23:38,IN2018_V06_031,1,1,Hill U,41,147.183976,-44.31526338,1307.92,Coral reef substrate,Coral reef substrate,230,031_0230,7.375770611,40,QT,1,40,NA,0.8134743224052796
IN2018_V06_031,031_0230,031_040,Unstalked crinoids,4,26/11/2018 23:38,IN2018_V06_031,1,1,Hill U,41,147.183976,-44.31526338,1307.92,Coral reef substrate,Coral reef substrate,230,031_0230,7.375770611,40,QT,1,40,NA,0.542316214936853
IN2018_V06_085,085_0719,085_022,Sponges,1,6/12/2018 3:35,IN2018_V06_085,1b,1b,Main Matt,75,146.1745683,-44.22629371,1190.914286,Rock,Rock,719,085_0719,5.618175132,22,QT,1,22,NA,0.17799373933792137
IN2018_V06_113,113_0146,113_021,Sponges,2,8/12/2018 22:17,IN2018_V06_113,1a,1a,z16,33,147.0642194,-44.29455278,(null),Coral rubble,Coral rubble,146,113_0146,5.944629062,21,QT,1,21,NA,0.336438149317785
IN2018_V06_113,113_0146,113_021,Hydrocorals,1,8/12/2018 22:17,IN2018_V06_113,1a,1a,z16,33,147.0642194,-44.29455278,(null),Coral rubble,Coral rubble,146,113_0146,5.944629062,21,QT,1,21,NA,0.1682190746588925
IN2018_V06_088,088_0756,088_022,Black & Octocorals,24,6/12/2018 8:42,IN2018_V06_088,1b,1b,Main Matt,79,146.2148202,-44.22015176,1097.44,Rock,Rock,756,088_0756,7.170130844,22,QT,1,22,NA,3.3472192519447974
IN2018_V06_088,088_0756,088_022,Hydrocorals,1,6/12/2018 8:42,IN2018_V06_088,1b,1b,Main Matt,79,146.2148202,-44.22015176,1097.44,Rock,Rock,756,088_0756,7.170130844,22,QT,1,22,NA,0.13946746883103323
IN2018_V06_063,063_0179,063_025,Hydrocorals,1,1/12/2018 13:24,IN2018_V06_063,1a,1a,z16,43,147.0673082,-44.28611612,1234.1,Coral reef substrate,Coral reef substrate,179,063_0179,11.89348341,25,QT,1,25,NA,0.08407965652511891
IN2018_V06_063,063_0179,063_025,Solenosmilia matrix,100,1/12/2018 13:24,IN2018_V06_063,1a,1a,z16,43,147.0673082,-44.28611612,1234.1,Coral reef substrate,Coral reef substrate,179,063_0179,11.89348341,25,QT,1,25,NA,8.40796565251189
IN2018_V06_063,063_0179,063_025,Black & Octocorals,14,1/12/2018 13:24,IN2018_V06_063,1a,1a,z16,43,147.0673082,-44.28611612,1234.1,Coral reef substrate,Coral reef substrate,179,063_0179,11.89348341,25,QT,1,25,NA,1.1771151913516646
IN2018_V06_063,063_0179,063_025,D.horridus,1,1/12/2018 13:24,IN2018_V06_063,1a,1a,z16,43,147.0673082,-44.28611612,1234.1,Coral reef substrate,Coral reef substrate,179,063_0179,11.89348341,25,QT,1,25,NA,0.08407965652511891
IN2018_V06_063,063_0179,063_025,Sponges,19,1/12/2018 13:24,IN2018_V06_063,1a,1a,z16,43,147.0673082,-44.28611612,1234.1,Coral reef substrate,Coral reef substrate,179,063_0179,11.89348341,25,QT,1,25,NA,1.5975134739772592
IN2018_V06_063,063_0179,063_025,S.variabilis,16,1/12/2018 13:24,IN2018_V06_063,1a,1a,z16,43,147.0673082,-44.28611612,1234.1,Coral reef substrate,Coral reef substrate,179,063_0179,11.89348341,25,QT,1,25,NA,1.3452745044019025
IN2018_V06_063,063_0179,063_025,Unstalked crinoids,1,1/12/2018 13:24,IN2018_V06_063,1a,1a,z16,43,147.0673082,-44.28611612,1234.1,Coral reef substrate,Coral reef substrate,179,063_0179,11.89348341,25,QT,1,25,NA,0.08407965652511891
IN2018_V06_057,057_0626,057_038,No-VMEfauna,0,30/11/2018 22:33,IN2018_V06_057,fished,1c,Sisters,67,147.2211597,-44.26930643,1385.014286,Sand - mud (<2mm),Sand - mud (<2mm),626,057_0626,8.694300932,38,QT,1,38,NA,0
IN2018_V06_091,091_0600,091_130,No-VMEfauna,0,6/12/2018 16:32,IN2018_V06_091,1b,1b,Main Matt,95,146.1997742,-44.201628,1054.34375,Pebble - gravel,Pebble - gravel,600,091_0600,3.226352402,130,QT-2,2,2,NA,0
IN2018_V06_114,114_0289,114_036,Unstalked crinoids,5,9/12/2018 0:33,IN2018_V06_114,1a,1a,z16,35,147.0718528,-44.29710278,(null),Barnacle plates,Coral rubble,289,114_0289,4.881832803,36,QT,1,36,NA,1.0242054985839302
IN2018_V06_114,114_0289,114_036,Black & Octocorals,1,9/12/2018 0:33,IN2018_V06_114,1a,1a,z16,35,147.0718528,-44.29710278,(null),Barnacle plates,Coral rubble,289,114_0289,4.881832803,36,QT,1,36,NA,0.20484109971678602
IN2018_V06_114,114_0289,114_036,D.horridus,4,9/12/2018 0:33,IN2018_V06_114,1a,1a,z16,35,147.0718528,-44.29710278,(null),Barnacle plates,Coral rubble,289,114_0289,4.881832803,36,QT,1,36,NA,0.8193643988671441
IN2018_V06_114,114_0289,114_036,Hydrocorals,1,9/12/2018 0:33,IN2018_V06_114,1a,1a,z16,35,147.0718528,-44.29710278,(null),Barnacle plates,Coral rubble,289,114_0289,4.881832803,36,QT,1,36,NA,0.20484109971678602
IN2018_V06_114,114_0289,114_036,Sponges,1,9/12/2018 0:33,IN2018_V06_114,1a,1a,z16,35,147.0718528,-44.29710278,(null),Barnacle plates,Coral rubble,289,114_0289,4.881832803,36,QT,1,36,NA,0.20484109971678602
IN2018_V06_114,114_0289,114_036,Regular urchins,4,9/12/2018 0:33,IN2018_V06_114,1a,1a,z16,35,147.0718528,-44.29710278,(null),Barnacle plates,Coral rubble,289,114_0289,4.881832803,36,QT,1,36,NA,0.8193643988671441
IN2018_V06_179,179_0264,179_003,Hydrocorals,1,16/12/2018 17:01,IN2018_V06_179,1b,1b,St Helens,70,148.7519351,-41.22651983,810.2857143,cobble - boulder,cobble - boulder,264,179_0264,6.147612796,NA,QT-2,2,3,MG-Q,0.1626647665010163
IN2018_V06_103,103_0313,103_020,No-VMEfauna,0,8/12/2018 3:40,IN2018_V06_103,2,5,slope,60,146.6693726,-44.09939895,560.7547619,Pebble - gravel,Pebble - gravel,313,103_0313,1.913148184,20,QT,1,20,NA,0
IN2018_V06_044,044_0490,044_013,Black & Octocorals,1,28/11/2018 22:08,IN2018_V06_044,4 - fished?,1c,Sisters,72,147.2574977,-44.26259394,1317.375,Pebble - gravel,Pebble - gravel,490,044_0490,6.326060008,13,QT,1,13,NA,0.15807627476429087
IN2018_V06_177,177_0272,177_041,No-VMEfauna,0,16/12/2018 12:38,IN2018_V06_177,1b,1b,St Helens,68,148.7573647,-41.22309595,797.1711111,Pebble - gravel,Rock,272,177_0272,3.295916797,41,QT,1,41,NA,0
IN2018_V06_097,097_0524,097_049,Hydrocorals,1,7/12/2018 5:37,IN2018_V06_097,1b,1b,Main Matt,64,146.1576062,-44.21038709,1123.955556,Rock,Rock,524,097_0524,3.964901334,49,QT,1,49,NA,0.25221308571407697
IN2018_V06_097,097_0524,097_049,Black & Octocorals,1,7/12/2018 5:37,IN2018_V06_097,1b,1b,Main Matt,64,146.1576062,-44.21038709,1123.955556,Rock,Rock,524,097_0524,3.964901334,49,QT,1,49,NA,0.25221308571407697
IN2018_V06_109,109_0033,109_027,Unstalked crinoids,2,8/12/2018 12:47,IN2018_V06_109,2,4,slope,69,146.8468136,-44.11579102,569.55,Rock,Rock,33,109_0033,1.874221236,27,QT,1,27,NA,1.0671098809383035
IN2018_V06_109,109_0033,109_027,Hydrocorals,1,8/12/2018 12:47,IN2018_V06_109,2,4,slope,69,146.8468136,-44.11579102,569.55,Rock,Rock,33,109_0033,1.874221236,27,QT,1,27,NA,0.5335549404691518
IN2018_V06_109,109_0033,109_027,Sponges,1,8/12/2018 12:47,IN2018_V06_109,2,4,slope,69,146.8468136,-44.11579102,569.55,Rock,Rock,33,109_0033,1.874221236,27,QT,1,27,NA,0.5335549404691518
IN2018_V06_109,109_0033,109_027,Regular urchins,1,8/12/2018 12:47,IN2018_V06_109,2,4,slope,69,146.8468136,-44.11579102,569.55,Rock,Rock,33,109_0033,1.874221236,27,QT,1,27,NA,0.5335549404691518
IN2018_V06_167,167_0166,167_029,Sponges,25,14/12/2018 18:12,IN2018_V06_167,1b,1b,Punch's Hill,51,147.1956299,-44.18920187,976.02,Coral rubble,Coral rubble,166,167_0166,2.887171892,29,QT,1,29,NA,8.658992583459247
IN2018_V06_167,167_0166,167_029,Black & Octocorals,27,14/12/2018 18:12,IN2018_V06_167,1b,1b,Punch's Hill,51,147.1956299,-44.18920187,976.02,Coral rubble,Coral rubble,166,167_0166,2.887171892,29,QT,1,29,NA,9.351711990135986
IN2018_V06_056,056_0553,056_033,Regular urchins,3,30/11/2018 19:52,IN2018_V06_056,fished,1c,Sisters,70,147.2370838,-44.28704645,1344.39375,Rock,Rock,553,056_0553,8.103672423,33,QT,1,33,NA,0.37020252589250047
IN2018_V06_056,056_0553,056_033,D.horridus,1,30/11/2018 19:52,IN2018_V06_056,fished,1c,Sisters,70,147.2370838,-44.28704645,1344.39375,Rock,Rock,553,056_0553,8.103672423,33,QT,1,33,NA,0.12340084196416683
IN2018_V06_056,056_0553,056_033,Hydrocorals,1,30/11/2018 19:52,IN2018_V06_056,fished,1c,Sisters,70,147.2370838,-44.28704645,1344.39375,Rock,Rock,553,056_0553,8.103672423,33,QT,1,33,NA,0.12340084196416683
IN2018_V06_119,119_0156,119_028,Hydrocorals,1,9/12/2018 9:49,IN2018_V06_119,1,1,z20,24,147.2093088,-44.27886198,1290.32,Rock,Rock,156,119_0156,1.999800424,28,QT,1,28,NA,0.5000498989793194
IN2018_V06_100,100_0523,100_055,No-VMEfauna,0,7/12/2018 16:10,IN2018_V06_100,1,1,slope,59,146.34961,-44.17583094,1350.828571,Coral rubble,Coral rubble,523,100_0523,5.162547471,55,QT,1,55,NA,0
IN2018_V06_084,084_0169,084_186,No-VMEfauna,0,5/12/2018 23:11,IN2018_V06_084,1b,1b,Main Matt,81,146.1953552,-44.21808453,805.5333333,Coral rubble,Coral rubble,169,084_0169,5.91024721,186,QT-2,2,58,NA,0
IN2018_V06_127,127_0027,127_038,Brisingid,4,10/12/2018 4:09,IN2018_V06_127,1b,1b,z4,46,147.2281103,-44.21183753,1007,Coral reef substrate,Coral reef substrate,27,127_0027,4.778783998,38,QT,1,38,NA,0.8370330196288567
IN2018_V06_127,127_0027,127_038,Black & Octocorals,8,10/12/2018 4:09,IN2018_V06_127,1b,1b,z4,46,147.2281103,-44.21183753,1007,Coral reef substrate,Coral reef substrate,27,127_0027,4.778783998,38,QT,1,38,NA,1.6740660392577134
IN2018_V06_127,127_0027,127_038,Hydrocorals,1,10/12/2018 4:09,IN2018_V06_127,1b,1b,z4,46,147.2281103,-44.21183753,1007,Coral reef substrate,Coral reef substrate,27,127_0027,4.778783998,38,QT,1,38,NA,0.20925825490721417
IN2018_V06_127,127_0027,127_038,S.variabilis,28,10/12/2018 4:09,IN2018_V06_127,1b,1b,z4,46,147.2281103,-44.21183753,1007,Coral reef substrate,Coral reef substrate,27,127_0027,4.778783998,38,QT,1,38,NA,5.859231137401997
IN2018_V06_127,127_0027,127_038,Solenosmilia matrix,100,10/12/2018 4:09,IN2018_V06_127,1b,1b,z4,46,147.2281103,-44.21183753,1007,Coral reef substrate,Coral reef substrate,27,127_0027,4.778783998,38,QT,1,38,NA,20.92582549072142
IN2018_V06_127,127_0027,127_038,Sponges,8,10/12/2018 4:09,IN2018_V06_127,1b,1b,z4,46,147.2281103,-44.21183753,1007,Coral reef substrate,Coral reef substrate,27,127_0027,4.778783998,38,QT,1,38,NA,1.6740660392577134
IN2018_V06_177,177_0146,177_047,Sponges,1,16/12/2018 12:27,IN2018_V06_177,1b,1b,St Helens,68,148.7587665,-41.22646539,715.65,Coral rubble,Rock,146,177_0146,5.496745896,47,QT,1,47,NA,0.18192581918834982
IN2018_V06_177,177_0146,177_047,Black & Octocorals,8,16/12/2018 12:27,IN2018_V06_177,1b,1b,St Helens,68,148.7587665,-41.22646539,715.65,Coral rubble,Rock,146,177_0146,5.496745896,47,QT,1,47,NA,1.4554065535067986
IN2018_V06_084,084_0292,084_072,No-VMEfauna,0,5/12/2018 23:21,IN2018_V06_084,1b,1b,Main Matt,81,146.1979244,-44.22030236,899.8225,Rock,Rock,292,084_0292,4.115834678,72,QT,1,72,NA,0
IN2018_V06_057,057_0584,057_030,No-VMEfauna,0,30/11/2018 22:29,IN2018_V06_057,fished,1c,Sisters,67,147.2224945,-44.26895933,1367.388889,Sand - mud (<2mm),Pebble - gravel,584,057_0584,9.548260681,30,QT,1,30,NA,0
IN2018_V06_052,052_0076,052_027,Sponges,7,30/11/2018 6:32,IN2018_V06_052,1,1,Hill K1,48,147.3857873,-44.29421092,1319.691111,Rock,Coral reef substrate,76,052_0076,5.282274822,27,QT,1,27,NA,1.3251866356604345
IN2018_V06_052,052_0076,052_027,Unstalked crinoids,1,30/11/2018 6:32,IN2018_V06_052,1,1,Hill K1,48,147.3857873,-44.29421092,1319.691111,Rock,Coral reef substrate,76,052_0076,5.282274822,27,QT,1,27,NA,0.1893123765229192
IN2018_V06_052,052_0076,052_027,Hydrocorals,1,30/11/2018 6:32,IN2018_V06_052,1,1,Hill K1,48,147.3857873,-44.29421092,1319.691111,Rock,Coral reef substrate,76,052_0076,5.282274822,27,QT,1,27,NA,0.1893123765229192
IN2018_V06_052,052_0076,052_027,Solenosmilia matrix,5,30/11/2018 6:32,IN2018_V06_052,1,1,Hill K1,48,147.3857873,-44.29421092,1319.691111,Rock,Coral reef substrate,76,052_0076,5.282274822,27,QT,1,27,NA,0.9465618826145961
IN2018_V06_098,098_0614,098_004,Hydrocorals,1,7/12/2018 8:43,IN2018_V06_098,1,1,z110,74,146.2096865,-44.26095413,1489.772222,Rock,Rock,614,098_0614,4.983779424,4,QT,1,4,NA,0.20065093474730797
IN2018_V06_098,098_0614,098_004,Sponges,1,7/12/2018 8:43,IN2018_V06_098,1,1,z110,74,146.2096865,-44.26095413,1489.772222,Rock,Rock,614,098_0614,4.983779424,4,QT,1,4,NA,0.20065093474730797
IN2018_V06_098,098_0614,098_004,Black & Octocorals,1,7/12/2018 8:43,IN2018_V06_098,1,1,z110,74,146.2096865,-44.26095413,1489.772222,Rock,Rock,614,098_0614,4.983779424,4,QT,1,4,NA,0.20065093474730797
IN2018_V06_108,108_0531,108_037,Sponges,1,8/12/2018 10:45,IN2018_V06_108,2,4,slope,59,146.7680827,-44.16163897,1001.6,cobble - boulder,cobble - boulder,531,108_0531,2.103407798,37,QT,1,37,NA,0.47541898482588013
IN2018_V06_108,108_0531,108_037,Black & Octocorals,2,8/12/2018 10:45,IN2018_V06_108,2,4,slope,59,146.7680827,-44.16163897,1001.6,cobble - boulder,cobble - boulder,531,108_0531,2.103407798,37,QT,1,37,NA,0.9508379696517603
IN2018_V06_108,108_0531,108_037,Hydrocorals,1,8/12/2018 10:45,IN2018_V06_108,2,4,slope,59,146.7680827,-44.16163897,1001.6,cobble - boulder,cobble - boulder,531,108_0531,2.103407798,37,QT,1,37,NA,0.47541898482588013
IN2018_V06_089,089_0337,089_032,No-VMEfauna,0,6/12/2018 10:32,IN2018_V06_089,1b,1b,Main Matt,69,146.19965439999999,-44.20794868,926.7857143,Rock,Rock,337,089_0337,7.679782223,32,QT,1,32,NA,0
IN2018_V06_179,179_0493,179_042,No-VMEfauna,0,16/12/2018 17:21,IN2018_V06_179,1b,1b,St Helens,70,148.7453631,-41.22363848,940.96,Pebble - gravel,Pebble - gravel,493,179_0493,3.545173077,42,QT,1,42,MG-Q,0
IN2018_V06_110,110_0253,110_022,Black & Octocorals,201,8/12/2018 16:26,IN2018_V06_110,4 - fished?,1c,Pedra,54,147.1051493,-44.26734892,1012.93,Rock,Rock,253,110_0253,8.886587557,22,QT,1,22,NA,22.61835588866409
IN2018_V06_110,110_0253,110_022,Unstalked crinoids,3,8/12/2018 16:26,IN2018_V06_110,4 - fished?,1c,Pedra,54,147.1051493,-44.26734892,1012.93,Rock,Rock,253,110_0253,8.886587557,22,QT,1,22,NA,0.33758740132334464
IN2018_V06_067,067_0386,067_065,Brisingid,1,1/12/2018 23:42,IN2018_V06_067,4 - fished?,1c,Sisters,63,147.2303681,-44.27451547,1321.833333,Rock,Rock,386,067_0386,3.657147543,65,QT,1,65,NA,0.2734371496479709
IN2018_V06_067,067_0386,067_065,Hydrocorals,1,1/12/2018 23:42,IN2018_V06_067,4 - fished?,1c,Sisters,63,147.2303681,-44.27451547,1321.833333,Rock,Rock,386,067_0386,3.657147543,65,QT,1,65,NA,0.2734371496479709
IN2018_V06_067,067_0386,067_065,Regular urchins,1,1/12/2018 23:42,IN2018_V06_067,4 - fished?,1c,Sisters,63,147.2303681,-44.27451547,1321.833333,Rock,Rock,386,067_0386,3.657147543,65,QT,1,65,NA,0.2734371496479709
IN2018_V06_067,067_0386,067_065,Sponges,1,1/12/2018 23:42,IN2018_V06_067,4 - fished?,1c,Sisters,63,147.2303681,-44.27451547,1321.833333,Rock,Rock,386,067_0386,3.657147543,65,QT,1,65,NA,0.2734371496479709
IN2018_V06_090,090_0184,090_013,No-VMEfauna,0,6/12/2018 13:27,IN2018_V06_090,3,5,slope,36,146.1953185,-44.10203989,945.4571429,Pebble - gravel,Pebble - gravel,184,090_0184,8.927146036,13,QT,1,13,NA,0
IN2018_V06_091,091_0799,091_088,Black & Octocorals,2,6/12/2018 16:49,IN2018_V06_091,1b,1b,Main Matt,95,146.2018106,-44.19709841,1124.533333,Rock,Rock,799,091_0799,4.656010213,88,QT,1,88,NA,0.42955232237588736
IN2018_V06_091,091_0799,091_088,Stalked crinoids,2,6/12/2018 16:49,IN2018_V06_091,1b,1b,Main Matt,95,146.2018106,-44.19709841,1124.533333,Rock,Rock,799,091_0799,4.656010213,88,QT,1,88,NA,0.42955232237588736
IN2018_V06_084,084_0078,084_038,No-VMEfauna,0,5/12/2018 23:03,IN2018_V06_084,1b,1b,Main Matt,81,146.19324,-44.21632314,723.6666667,Coral rubble,Coral rubble,78,084_0078,7.754838132,38,QT,1,38,NA,0
IN2018_V06_107,107_0131,107_002,No-VMEfauna,0,8/12/2018 8:36,IN2018_V06_107,3,5,slope,15,146.7583698,-44.13449596,709.2407407,Pebble - gravel,Pebble - gravel,131,107_0131,9.440477471,2,QT,1,2,NA,0
IN2018_V06_185,185_0188,185_005,Hydrocorals,1,17/12/2018 8:22,IN2018_V06_185,1b,1b,St Helens,71,148.7545196,-41.234768,716.54,Rock,Rock,188,185_0188,2.858436057,5,QT,1,5,MG-Q,0.3498416546877473
IN2018_V06_185,185_0188,185_005,Sponges,9,17/12/2018 8:22,IN2018_V06_185,1b,1b,St Helens,71,148.7545196,-41.234768,716.54,Rock,Rock,188,185_0188,2.858436057,5,QT,1,5,MG-Q,3.1485748921897256
IN2018_V06_174,174_0097,174_059,Sponges,2,16/12/2018 6:00,IN2018_V06_174,1b,1b,St Helens,77,148.761665,-41.22739157,688.46,Coral rubble,Coral rubble,97,174_0097,1.041557001,59,QT,1,59,NA,1.9202021570396992
IN2018_V06_166,166_0137,166_058,Hydrocorals,1,14/12/2018 15:11,IN2018_V06_166,1,1,z8,70,147.2903039,-44.20400802,1218.377778,Rock,Coral rubble,137,166_0137,1.618093394,58,QT,1,58,NA,0.6180112987965144
IN2018_V06_166,166_0137,166_058,Sponges,2,14/12/2018 15:11,IN2018_V06_166,1,1,z8,70,147.2903039,-44.20400802,1218.377778,Rock,Coral rubble,137,166_0137,1.618093394,58,QT,1,58,NA,1.2360225975930288
IN2018_V06_051,051_0478,051_042,No-VMEfauna,0,30/11/2018 3:05,IN2018_V06_051,1,1,Hill K1,80,147.3977079,-44.29425034,1645.7925,Sand - mud (<2mm),Sand - mud (<2mm),478,051_0478,9.087770956,42,QT,1,42,NA,0
IN2018_V06_091,091_0914,091_044,No-VMEfauna,0,6/12/2018 16:59,IN2018_V06_091,1b,1b,Main Matt,95,146.2033392,-44.19463966,1166.028571,Pebble - gravel,cobble - boulder,914,091_0914,2.321606837,44,QT,1,44,NA,0
IN2018_V06_057,057_0180,057_057,Hydrocorals,1,30/11/2018 21:55,IN2018_V06_057,fished,1c,Sisters,67,147.2337925,-44.26697555,1038.3,Rock,Rock,180,057_0180,5.46707636,57,QT,1,57,NA,0.18291312104519425
IN2018_V06_057,057_0180,057_057,Regular urchins,2,30/11/2018 21:55,IN2018_V06_057,fished,1c,Sisters,67,147.2337925,-44.26697555,1038.3,Rock,Rock,180,057_0180,5.46707636,57,QT,1,57,NA,0.3658262420903885
IN2018_V06_057,057_0180,057_057,Sponges,24,30/11/2018 21:55,IN2018_V06_057,fished,1c,Sisters,67,147.2337925,-44.26697555,1038.3,Rock,Rock,180,057_0180,5.46707636,57,QT,1,57,NA,4.389914905084662
IN2018_V06_057,057_0180,057_057,Unstalked crinoids,1,30/11/2018 21:55,IN2018_V06_057,fished,1c,Sisters,67,147.2337925,-44.26697555,1038.3,Rock,Rock,180,057_0180,5.46707636,57,QT,1,57,NA,0.18291312104519425
IN2018_V06_109,109_0057,109_019,Hydrocorals,1,8/12/2018 12:50,IN2018_V06_109,2,4,slope,69,146.84578870000001,-44.11602348,582.4,Rock,Rock,57,109_0057,3.485379085,19,QT,1,19,NA,0.28691283662764044
IN2018_V06_109,109_0057,109_019,Unstalked crinoids,6,8/12/2018 12:50,IN2018_V06_109,2,4,slope,69,146.84578870000001,-44.11602348,582.4,Rock,Rock,57,109_0057,3.485379085,19,QT,1,19,NA,1.7214770197658429
IN2018_V06_082,082_0179,082_011,Sponges,7,5/12/2018 11:40,IN2018_V06_082,1,1,Hill K1,41,147.3908105,-44.29649997,1457.285714,Coral rubble,Coral rubble,179,082_0179,1.078714887,11,QT,1,11,NA,6.489203110441545
IN2018_V06_082,082_0179,082_011,Black & Octocorals,1,5/12/2018 11:40,IN2018_V06_082,1,1,Hill K1,41,147.3908105,-44.29649997,1457.285714,Coral rubble,Coral rubble,179,082_0179,1.078714887,11,QT,1,11,NA,0.9270290157773635
IN2018_V06_082,082_0179,082_011,Unstalked crinoids,2,5/12/2018 11:40,IN2018_V06_082,1,1,Hill K1,41,147.3908105,-44.29649997,1457.285714,Coral rubble,Coral rubble,179,082_0179,1.078714887,11,QT,1,11,NA,1.854058031554727
